Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-be.fhir.pregnancy.json	6473	-	0	0	0	0	0	0	10	80	0	0	0	0	0	0	0	1	0	0	0	94	121	0	0	0	4	0	0
fsh-generated/resources/Condition-ex-pregnancy-condition.json	747	4	0	0	3	0	0	0	1	61	0	0	0	0	0	0	0	0	0	0	0	15	14	0	0	0	0	0	0
fsh-generated/resources/Patient-ex-pregnant-woman.json	179	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0
fsh-generated/resources/Practitioner-ex-gynaecologist.json	162	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-PregnancyStatusDataSet.json	8918	4	0	12	0	0	1	0	0	75	0	0	0	0	0	0	0	0	0	0	0	113	609	0	1	0	4	0	0
fsh-generated/resources/StructureDefinition-be-pregnancy-condition.json	2045	2	0	37	0	0	0	0	0	29	0	0	0	0	0	0	0	1	0	0	0	179	1023	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-be-pregnancy-status.json	9993	5	0	194	9	0	0	0	0	105	0	0	2	0	0	0	0	3	0	0	0	936	2672	0	0	0	42	1	3
fsh-generated/resources/ValueSet-be-pregnancy-status-vs.json	842	2	0	0	1	0	0	0	1	503	0	0	0	0	0	0	0	0	0	0	0	15	250	0	0	0	0	0	0
input/examples/Observation-ex-pregnancy-status-contained.json	2477	3	0	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	22	28	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	1115	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	522	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-be-observation-pregnancy-status-intro.md	1219	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/pregnancy-status.md	7025	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-PregnancyStatusDataSet-intro.md	1224	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-be-pregnancy-condition-intro.md	1302	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/index.md	1471	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	46	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	8076	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	0	0	0	0	0	0
